id,title,status,release_date,revenue,production_companies,genres
1305001,Angry Birds Rio,Released,2011-01-27,0,20th Century Fox,Animation
1304620,From Alpha to Omega: Building a Sequel,Released,2008-11-04,0,,Documentary
1304623,The Secret Behind Escape,Released,2008-11-04,0,,Documentary
1304626,End of an Epic: The Final Battle,Released,2008-11-04,0,,Documentary
1304630,Riots & Revolutions: Confronting the Times,Released,2008-11-04,0,,Documentary
1304617,Evolution of the Apes,Released,2008-11-04,0,,Documentary
1304612,Impact of the Apes,Released,2008-11-04,0,,Documentary
539579,Prince of Cats,Planned,,0,Warner Bros. Pictures,"Action, Crime"
538899,Demon of the Sea,Released,1931-03-12,0,Warner Bros. Pictures,Drama
535652,When the Talkies Were Young,Released,1955-04-29,0,Warner Bros. Pictures,"Documentary, History"
544898,China Rich Girlfriend,Planned,,0,Warner Bros. Pictures,"Drama, Comedy, Romance"
547082,The Friendship Train,Released,1948-01-01,0,Warner Bros. Pictures,Documentary
542798,A Masterpiece of Murder,Released,1986-01-27,0,,"Comedy, Mystery, TV Movie"
542069,Sadé,Planned,,0,Walt Disney Pictures,"Family, Fantasy"
542018,Tomorrow's Child,Released,1982-03-22,0,,"TV Movie, Drama, Science Fiction"
544364,DEVO: Live in London,Released,2009-05-06,0,Warner Bros. Pictures,Music
525958,Public Enemy,Planned,,0,Warner Bros. Pictures,"Action, Comedy"
528285,Slightly Used,Released,1927-09-03,0,Warner Bros. Pictures,Comedy
522957,Words & Music,Released,1931-11-01,0,Warner Bros. Pictures,Music
522357,The Lost Lake,Released,1946-01-11,0,20th Century Fox,Documentary
532878,Bitter Apples,Released,1927-04-23,0,Warner Bros. Pictures,"Drama, Romance"
532594,Peyton Place: The Next Generation,Released,1985-05-13,0,,"Drama, TV Movie"
534732,The College Widow,Released,1927-10-15,0,Warner Bros. Pictures,"Comedy, Romance"
533817,Hail Columbia,Released,1934-08-28,0,Warner Bros. Pictures,"History, Documentary"
533533,TRON: Ares,In Production,,0,Walt Disney Pictures,"Science Fiction, Action, Adventure"
533892,The Girl from Chicago,Released,1927-11-09,0,Warner Bros. Pictures,"Action, Crime, Drama, Romance"
529693,The River Changes,Released,1956-02-14,0,Warner Bros. Pictures,Drama
530082,The Chronicles of Prydain,Planned,,0,Walt Disney Pictures,Fantasy
531752,From Headquarters,Released,1929-04-27,0,Warner Bros. Pictures,Drama
563433,Are Animals Actors?,Released,1945-12-29,0,Warner Bros. Pictures,Documentary
565392,Alex in Wonderland,Released,1940-03-09,0,Warner Bros. Pictures,Comedy
562358,So You Want to Move,Released,1950-08-19,0,Warner Bros. Pictures,Comedy
572802,Aquaman and the Lost Kingdom,Post Production,2023-12-14,0,Warner Bros. Pictures,"Action, Adventure, Fantasy"
568110,Bob the Musical,Planned,,0,Walt Disney Pictures,"Music, Comedy"
566628,Dixieland,Released,1934-08-28,0,Warner Bros. Pictures,Documentary
566688,Sesame Street,Planned,,0,Warner Bros. Pictures,"Comedy, Family, Music"
567209,Matinee Idle,Released,1930-05-21,0,Warner Bros. Pictures,Comedy
568133,"20,000 Leagues Under the Sea: Captain Nemo",Planned,,0,Walt Disney Pictures,"Adventure, Action, Drama, Science Fiction"
568602,True Guardians of the Earth,Released,2010-12-17,0,Warner Bros. Pictures,Documentary
568701,Super Soozie,Released,2018-12-11,0,,"Animation, Comedy"
552524,Lilo & Stitch,In Production,,0,Walt Disney Pictures,"Family, Science Fiction, Adventure"
552895,Stars on Horseback,Released,1943-04-23,0,Warner Bros. Pictures,Documentary
552898,Maid for a Day,Released,1936-05-23,0,Warner Bros. Pictures,"Comedy, Music"
552904,Let's Sing a Song from the Movies,Released,1948-07-17,0,Warner Bros. Pictures,Music
548929,My Official Wife,Released,1926-10-16,0,Warner Bros. Pictures,"Drama, Romance, War"
549038,Untitled Grumpy Old Men Remake,Planned,,0,Warner Bros. Pictures,Comedy
550446,The Last Train to New York,Planned,,0,Warner Bros. Pictures,"Action, Horror, Adventure, Thriller"
550325,Brass,Released,1923-03-04,0,Warner Bros. Pictures,"Drama, Romance"
550253,The Wild Bunch,Planned,,0,Warner Bros. Pictures,Western
558588,Those Good Old Days,Released,1941-08-16,0,Warner Bros. Pictures,Music
485997,Star Wars: The Magic & the Mystery,Released,1997-02-06,0,,"Documentary, TV Movie"
490951,The Way to the Gold,Released,1957-05-10,0,20th Century Fox,"Adventure, Crime"
490954,Under Fire,Released,1957-09-23,0,20th Century Fox,"Drama, War"
490961,Villa!!,Released,1958-10-01,0,20th Century Fox,"Adventure, Western"
490919,Out of This World,Released,1954-05-04,0,20th Century Fox,Documentary
490865,Johnny Comes Flying Home,Released,1946-04-05,0,20th Century Fox,"Adventure, Drama, Romance"
487969,Chasing Titles Vol. 1,Released,2017-09-15,0,Warner Bros. Pictures,"Action, Drama"
490706,Young America,Released,1942-02-06,0,20th Century Fox,"Adventure, Drama"
490652,On Their Own,Released,1940-05-17,0,20th Century Fox,Comedy
490653,The Girl from Avenue A,Released,1940-08-09,0,20th Century Fox,Comedy
490663,For Beauty's Sake,Released,1941-06-06,0,20th Century Fox,Comedy
490669,Cadet Girl,Released,1941-11-28,0,20th Century Fox,"Comedy, Romance, Music"
490494,Can This Be Dixie?,Released,1936-11-13,0,20th Century Fox,"Comedy, Music"
490512,Woman-Wise,Released,1937-01-22,0,20th Century Fox,"Crime, Drama"
490516,Fifty Roads to Town,Released,1937-06-03,0,20th Century Fox,Comedy
490518,Borneo,Released,1937-09-03,0,20th Century Fox,Documentary
490519,Wild and Woolly,Released,1937-07-19,0,20th Century Fox,"Comedy, Music, Western"
490520,Hot Water,Released,1937-09-24,0,20th Century Fox,Comedy
490522,Borrowing Trouble,Released,1937-12-10,0,20th Century Fox,Comedy
490523,Checkers,Released,1937-12-08,0,20th Century Fox,Drama
490524,Safety in Numbers,Released,1938-05-30,0,20th Century Fox,Comedy
490525,Up the River,Released,1938-12-09,0,20th Century Fox,Comedy
490526,Down on the Farm,Released,1938-10-11,0,20th Century Fox,Comedy
490530,The Jones Family in Hollywood,Released,1939-06-02,0,20th Century Fox,"Adventure, Comedy, Romance"
490493,Back to Nature,Released,1936-08-14,0,20th Century Fox,Comedy
490492,The First Baby,Released,1936-04-02,0,20th Century Fox,Comedy
490491,Gentle Julia,Released,1936-04-10,0,20th Century Fox,"Comedy, Drama, Romance"
490490,Everybody's Old Man,Released,1936-03-20,0,20th Century Fox,Drama
490478,Redheads on Parade,Released,1935-09-07,0,20th Century Fox,Music
489775,"Sister, Sister",Released,1982-06-07,0,,TV Movie
470603,Okay for Sound,Released,1946-09-07,0,Warner Bros. Pictures,"History, Documentary"
470309,Little Miss Everybody,Released,1929-11-29,0,Warner Bros. Pictures,Music
472877,"The Time, the Place and the Girl",Released,1929-07-07,0,Warner Bros. Pictures,"Comedy, Music"
466620,No Defense,Released,1929-04-05,0,Warner Bros. Pictures,"Romance, Drama"
465488,Hardboiled Rose,Released,1929-03-30,0,Warner Bros. Pictures,"Crime, Drama, Romance"
465516,The Purple Hills,Released,1961-10-31,0,20th Century Fox,Western
468427,Untitled Jason Eisener Techno-Thriller Project,Planned,,0,Warner Bros. Pictures,Thriller
468534,No Exit,Released,1930-07-01,0,Warner Bros. Pictures,"Romance, Comedy"
467737,Glad Rag Doll,Released,1929-05-04,0,Warner Bros. Pictures,"Romance, Comedy"
468188,Prisoners,Released,1929-05-18,0,Warner Bros. Pictures,Drama
468113,Two Weeks Off,Released,1929-05-11,0,Warner Bros. Pictures,"Romance, Comedy"
468335,Madonna of Avenue A,Released,1929-06-21,0,Warner Bros. Pictures,Drama
467888,Hold Everything,Released,1930-03-20,0,Warner Bros. Pictures,"Music, Comedy"
477982,In Possession,Released,1984-08-01,0,20th Century Fox,"TV Movie, Horror, Thriller"
476907,Pretty Poison,Released,1996-09-24,0,20th Century Fox,"Thriller, Romance, TV Movie"
474378,Jerry Hood and His Merry Meeces,Released,1991-12-07,0,Warner Bros. Pictures,"Comedy, Animation"
474375,Good Knight Droopy,Released,1991-11-01,0,Warner Bros. Pictures,"Comedy, Animation"
474082,The Birds and the Beasts Were There,Released,1944-12-30,0,Warner Bros. Pictures,Documentary
513453,Hearts in Exile,Released,1929-09-14,0,Warner Bros. Pictures,Romance
512554,Queen of the Air,Rumored,,0,Warner Bros. Pictures,Drama
513863,Portrait of a Choreographer,Released,2007-01-01,0,,Documentary
509414,The Music Makers,Released,1929-07-03,0,Warner Bros. Pictures,"Music, Comedy"
511899,My Girl Tisa,Released,1948-02-07,0,Warner Bros. Pictures,Drama
520263,New York's Game: History of the Knicks (1946-1990),Released,1989-11-09,0,20th Century Fox,"Documentary, History"
521493,Mickey & Anders har en bondegård,Released,,0,Walt Disney Pictures,"Animation, Family, Adventure"
517031,I'm Much Obliged,Released,1936-05-02,0,Warner Bros. Pictures,"Comedy, Music"
501653,Le festival des cartoons,Released,2004-04-23,0,Warner Bros. Pictures,Animation
500663,The Voice from the Screen,Released,1926-10-27,0,Warner Bros. Pictures,Documentary
495598,Drawn for Glory: Animation's Triumph at the Oscars,Released,2008-02-12,0,Warner Bros. Pictures,Documentary
497293,Isle of Escape,Released,1930-03-01,0,Warner Bros. Pictures,Drama
497295,Evidence,Released,1929-12-05,0,Warner Bros. Pictures,"Drama, Romance"
643394,Knights,Planned,,0,Walt Disney Pictures,"Adventure, Action"
643376,Marley,Planned,,0,Walt Disney Pictures,"Music, Family"
623107,The Last Adventure of Constance Verity,Planned,,0,Warner Bros. Pictures,"Fantasy, Adventure"
632638,The Right Way,Released,1939-07-01,0,Warner Bros. Pictures,Comedy
631837,Fool's Day,Planned,,0,Warner Bros. Pictures,"Comedy, Drama"
631841,Funko,Planned,,0,Warner Bros. Pictures,Animation
631731,The Curious Incident of the Dog in the Night-Time,Planned,,0,Warner Bros. Pictures,"Adventure, Mystery"
662818,Ares,Planned,,0,Warner Bros. Pictures,"Drama, Science Fiction, Thriller"
662822,The Great Machine,Planned,,0,Warner Bros. Pictures,"Science Fiction, Action"
662825,Seance on a Wet Afternoon,Planned,,0,Warner Bros. Pictures,"Thriller, Drama"
661528,The New World,Planned,,0,Warner Bros. Pictures,Science Fiction
663906,Toto: The Dog-Gone Amazing Story of Wizard of Oz,Planned,,0,Warner Bros. Pictures,"Adventure, Family, Fantasy, Animation"
659379,History in the Making: Titanic,Released,1998-01-01,0,20th Century Fox,Documentary
670792,The Return of the Rocketeer,Planned,,0,Walt Disney Pictures,"Action, Adventure, Science Fiction"
664972,Olivier Talks About Othello,Released,1965-01-01,0,Warner Bros. Pictures,Documentary
666840,Envy,Released,1930-12-01,0,Warner Bros. Pictures,"Drama, Romance"
667461,The Lady and the Lug,Released,1941-03-22,0,Warner Bros. Pictures,Comedy
666694,The Day the Bubble Burst,Released,1982-02-07,0,,"Drama, TV Movie"
666384,The Love Department,Released,1935-05-18,0,Warner Bros. Pictures,"Music, Romance"
666408,Football Royal,Released,1955-03-19,0,Warner Bros. Pictures,Documentary
649420,Untitled Fede Alvarez White House Project,Rumored,,0,Warner Bros. Pictures,Horror
651419,The Fugitive,Planned,,0,Warner Bros. Pictures,"Action, Thriller, Drama"
656160,The Dirty Dozen,Planned,,0,Warner Bros. Pictures,"War, Action"
656182,Permanent Record,Planned,,0,Warner Bros. Pictures,Drama
655421,Untitled Lovecraft Thriller,Planned,,0,Warner Bros. Pictures,Thriller
656669,Spy vs. Spy,Planned,,0,Warner Bros. Pictures,"Action, Comedy"
654591,Beachhead to Berlin,Released,1945-01-06,0,Warner Bros. Pictures,"Documentary, War"
654579,America the Beautiful,Released,1945-08-04,0,Warner Bros. Pictures,Documentary
653854,Shrunk,Planned,,0,Walt Disney Pictures,"Comedy, Family, Science Fiction"
592262,Beyond a Reasonable Doubt: Making '12 Angry Men',Released,2008-03-04,0,,Documentary
591266,Over the Wall,Released,1943-12-25,0,Warner Bros. Pictures,Crime
590867,Hunchback,Planned,,0,Walt Disney Pictures,"Fantasy, Comedy, Romance, Family, Drama"
587915,Devil Boats,Released,1944-03-13,0,Warner Bros. Pictures,Documentary
588021,Rich People Problems,Planned,,0,Warner Bros. Pictures,"Romance, Comedy, Drama"
587872,Target: Japan,Released,1944-10-26,0,20th Century Fox,"Documentary, War"
587885,At His Side,Released,1944-01-24,0,20th Century Fox,"Documentary, War"
595615,Across the Atlantic,Released,1928-01-18,0,Warner Bros. Pictures,Romance
595618,Pay as You Enter,Released,1928-05-12,0,Warner Bros. Pictures,"Comedy, Romance"
595622,The Crimson City,Released,1928-04-07,0,Warner Bros. Pictures,"Action, Drama, Romance"
595623,Powder My Back,Released,1928-03-10,0,Warner Bros. Pictures,Comedy
595625,The Head Man,Released,1928-07-08,0,Warner Bros. Pictures,Comedy
595626,Night Watch,Released,1928-09-09,0,Warner Bros. Pictures,"War, Drama"
595631,The Haunted House,Released,1928-11-04,0,Warner Bros. Pictures,"Horror, Comedy, Drama"
595636,Outcast,Released,1928-11-11,0,Warner Bros. Pictures,Drama
595639,Companionate Marriage,Released,1928-10-21,0,Warner Bros. Pictures,"Drama, Romance"
595641,The Little Wildcat,Released,1928-12-08,0,Warner Bros. Pictures,"Comedy, Drama, Romance"
596313,Fifty Years Before Your Eyes,Released,1950-06-27,0,Warner Bros. Pictures,Documentary
597269,Beware!,Released,1919-06-01,0,Warner Bros. Pictures,War
593954,About Time,Released,1962-02-05,0,Warner Bros. Pictures,"Animation, Family"
595156,The Golden Cocoon,Released,1925-12-14,0,Warner Bros. Pictures,"Drama, Romance"
595169,The Love Toy,Released,1926-02-13,0,Warner Bros. Pictures,Comedy
595155,Rose of the World,Released,1925-11-09,0,Warner Bros. Pictures,Drama
595154,The Pleasure Buyers,Released,1925-12-19,0,Warner Bros. Pictures,"Mystery, Romance"
595118,Eve's Lover,Released,1925-07-06,0,Warner Bros. Pictures,Comedy
595119,"His Majesty, Bunker Bean",Released,1925-09-14,130000,Warner Bros. Pictures,Comedy
595121,Satan in Sables,Released,1925-10-14,0,Warner Bros. Pictures,Drama
595205,Bride of the Storm,Released,1926-02-20,0,Warner Bros. Pictures,Drama
595207,The Gilded Highway,Released,1926-03-13,0,Warner Bros. Pictures,Drama
595208,The Cave Man,Released,1926-02-06,0,Warner Bros. Pictures,Comedy
595209,The Little Irish Girl,Released,1926-03-06,0,Warner Bros. Pictures,"Crime, Drama"
595219,His Jazz Bride,Released,1926-01-15,0,Warner Bros. Pictures,Drama
595115,The Woman Hater,Released,1925-07-12,0,Warner Bros. Pictures,Drama
595109,My Wife and I,Released,1925-05-16,0,Warner Bros. Pictures,Drama
594971,Being Respectable,Released,1924-07-01,0,Warner Bros. Pictures,Drama
594977,Cornered,Released,1924-08-01,0,Warner Bros. Pictures,"Crime, Drama"
594980,This Woman,Released,1924-11-02,0,Warner Bros. Pictures,Drama
595094,The Narrow Street,Released,1925-01-04,0,Warner Bros. Pictures,Comedy
595098,A Broadway Butterfly,Released,1925-03-29,0,Warner Bros. Pictures,Comedy
595106,The Bridge of Sighs,Released,1925-01-01,0,Warner Bros. Pictures,Drama
595107,The Man Without a Conscience,Released,1925-06-07,0,Warner Bros. Pictures,Drama
595480,Ham and Eggs at the Front,Released,1927-11-29,0,Warner Bros. Pictures,"Comedy, War"
595477,If I Were Single,Released,1927-12-17,0,Warner Bros. Pictures,"Comedy, Romance"
595476,The Silver Slave,Released,1927-11-12,0,Warner Bros. Pictures,Drama
595447,The Heart of Maryland,Released,1927-07-13,0,Warner Bros. Pictures,"Action, Drama, Romance, War"
595470,A Sailor's Sweetheart,Released,1927-09-24,0,Warner Bros. Pictures,"Adventure, Comedy, Romance"
595321,Millionaires,Released,1926-10-01,0,Warner Bros. Pictures,Comedy
595325,The Third Degree,Released,1926-12-01,0,Warner Bros. Pictures,Romance
595344,Finger Prints,Released,1927-01-08,0,Warner Bros. Pictures,"Comedy, Crime"
595350,Don't Tell the Wife,Released,1927-01-22,0,Warner Bros. Pictures,"Comedy, Romance"
595361,White Flannels,Released,1927-03-19,0,Warner Bros. Pictures,"Drama, Romance"
595397,The Black Diamond Express,Released,1927-06-04,0,Warner Bros. Pictures,"Action, Adventure"
595396,Simple Sis,Released,1927-06-01,0,Warner Bros. Pictures,"Comedy, Drama"
595394,The Climbers,Released,1927-05-03,0,Warner Bros. Pictures,"Drama, Romance"
595395,Irish Hearts,Released,1927-05-21,0,Warner Bros. Pictures,Comedy
594965,The Lover of Camille,Released,1924-09-15,0,Warner Bros. Pictures,"Drama, Romance"
594962,Babbitt,Released,1924-06-15,0,Warner Bros. Pictures,Drama
594839,Parted Curtains,Released,1920-04-02,0,Warner Bros. Pictures,Crime
594923,Heroes of the Street,Released,1922-12-24,0,Warner Bros. Pictures,"Crime, Drama"
594919,The Country Kid,Released,1923-10-29,0,Warner Bros. Pictures,Drama
594904,The Tie That Binds,Released,1923-03-15,0,Warner Bros. Pictures,Drama
594909,Main Street,Released,1923-04-25,0,Warner Bros. Pictures,Drama
594812,The Beautiful and Damned,Released,1922-12-10,0,Warner Bros. Pictures,Drama
577792,No Exceptions,Released,1943-12-30,0,20th Century Fox,"Drama, War"
577184,Making History: Mel Brooks on Creating the World,Released,2009-12-15,0,,Documentary
577185,Musical Mel: Inventing The Inquisition,Released,2009-12-15,0,,Documentary
573388,Happy Times and Jolly Moments,Released,1943-01-01,0,Warner Bros. Pictures,Comedy
576175,Wild Boar Hunt,Released,1940-01-21,0,Warner Bros. Pictures,Documentary
583439,Open Your Eyes,Released,1919-05-24,0,Warner Bros. Pictures,Drama
584677,The Big Wide World of Carl Laemke,Released,2003-06-18,0,,"Comedy, Fantasy"
582111,Kaiser's Finish,Released,1918-11-02,0,Warner Bros. Pictures,"Drama, War"
582838,Beware of Married Men,Released,1928-01-14,0,Warner Bros. Pictures,"Comedy, Romance"
582026,Law of the Badlands,Released,1945-04-14,0,Warner Bros. Pictures,Western
615127,Hello Kitty,Planned,,0,Warner Bros. Pictures,Animation
615187,By All,Planned,,0,Warner Bros. Pictures,"Crime, Drama"
614921,Undying Love,Planned,,0,Warner Bros. Pictures,"Action, Romance, Drama"
616438,The Shower,Planned,,0,Warner Bros. Pictures,"Action, Science Fiction, Comedy"
616440,Untitled eSports Project,Planned,,0,Warner Bros. Pictures,Comedy
615462,Enter the Dragon,Planned,,0,Warner Bros. Pictures,Action
615334,Methuselah,Planned,,0,Warner Bros. Pictures,"Action, Adventure"
615755,"Don't Dream It, Be It: The Search for the 35th Anniversary Shadowcast Part I",Released,2010-10-19,0,,Documentary
615756,An-tici-pation: The Search for the 35th Anniversary Shadowcast Part II,Released,2010-08-19,0,,Documentary
612212,Augmented,Planned,,0,Warner Bros. Pictures,Science Fiction
613447,The Forest Commandos,Released,1946-01-19,0,Warner Bros. Pictures,Documentary
620773,Peeks at Hollywood,Released,1946-01-26,0,Warner Bros. Pictures,Comedy
620275,Uptown Saturday Night,Planned,,0,Warner Bros. Pictures,Comedy
621874,Untitled Fairy Tale Project,Planned,,0,Walt Disney Pictures,Fantasy
621869,Challenger Deep,Planned,,0,Walt Disney Pictures,Drama
618177,Genies,Planned,,0,Walt Disney Pictures,Comedy
616920,Beautiful Things,Planned,,0,Warner Bros. Pictures,Thriller
616921,Barbed Wire Heart,Planned,,0,Warner Bros. Pictures,Drama
616768,The Forever War,Planned,,0,Warner Bros. Pictures,Science Fiction
616783,In the Land of Imagined Things,Planned,,0,Walt Disney Pictures,"Animation, Adventure"
616787,The Black Hole,Planned,,0,Walt Disney Pictures,Science Fiction
618852,Hitchcock and Mel: Spoofing the Master of Suspense,Released,2009-12-15,0,,Documentary
618726,Jett Day,Planned,,0,Warner Bros. Pictures,Action
601821,Roaring Guns,Released,1944-02-19,0,Warner Bros. Pictures,Western
604641,American High,Released,2000-08-02,0,,Documentary
288574,Inside Story,Released,1939-03-10,0,20th Century Fox,Drama
288773,Double Talk,Released,1937-06-26,0,Warner Bros. Pictures,Comedy
289507,Garfield and Friends: Dreams & Schemes,Released,2007-09-04,50000,,"Animation, Comedy, Family, Fantasy"
287912,The Cowboy and the Blonde,Released,1941-05-16,0,20th Century Fox,"Western, Comedy"
288389,Passport Husband,Released,1938-07-15,0,20th Century Fox,Comedy
291834,Something for the Birds,Released,1952-09-30,0,20th Century Fox,Comedy
289926,Human Cargo,Released,1936-05-15,0,20th Century Fox,"Action, Comedy, Crime, Mystery"
289862,Shawn Kemp - The Reign Man,Released,1995-05-02,0,,Documentary
287169,The Studio Murder Mystery,Released,1932-02-17,0,Warner Bros. Pictures,"Comedy, Mystery"
285458,Little Einsteins: Mission Celebration,Released,2006-08-22,0,Walt Disney Pictures,"Animation, Family"
285459,Little Einsteins: The Legend of the Golden Pyramid,Released,2007-02-27,0,Walt Disney Pictures,"Family, Animation"
297708,Sherlock Holmes 3,Planned,,0,Warner Bros. Pictures,"Mystery, Action, Crime"
297194,Reunion,Released,1936-11-20,0,20th Century Fox,Comedy
297280,White Hunter,Released,1936-11-25,0,20th Century Fox,Adventure
298047,Too Busy to Work,Released,1939-11-17,0,20th Century Fox,Comedy
297906,Once Over Lightly,Released,1944-10-14,0,Warner Bros. Pictures,Comedy
296426,It Had to Happen,Released,1936-02-14,0,20th Century Fox,Drama
296227,The Desired Woman,Released,1927-08-27,0,Warner Bros. Pictures,"Romance, Drama"
296228,Tenderloin,Released,1928-03-14,0,Warner Bros. Pictures,"Drama, Crime"
296882,Half Angel,Released,1936-05-22,0,20th Century Fox,Comedy
296587,The Country Beyond,Released,1936-04-24,0,20th Century Fox,Drama
296787,Good Time Charley,Released,1927-11-05,0,Warner Bros. Pictures,Drama
293380,The Nativity,Released,1978-12-17,0,,"Drama, History, Family"
292650,The Grand Dame,Released,1931-05-02,0,Warner Bros. Pictures,Comedy
294945,Sing Me a Love Song,Released,1936-12-25,0,Warner Bros. Pictures,"Comedy, Music, Romance"
294342,The Lighthouse by the Sea,Released,1924-12-01,0,Warner Bros. Pictures,"Family, Drama"
294349,Tracked in the Snow Country,Released,1925-07-13,0,Warner Bros. Pictures,"Family, Drama"
294292,Find Your Man,Released,1924-09-01,0,Warner Bros. Pictures,"Drama, Action"
294358,Below the Line,Released,1925-09-20,0,Warner Bros. Pictures,"Drama, Action"
294364,The Night Cry,Released,1926-02-27,0,Warner Bros. Pictures,"Drama, Family"
294365,A Hero of the Big Snows,Released,1926-07-24,0,Warner Bros. Pictures,"Romance, Action, Adventure"
294377,A Dog of the Regiment,Released,1927-10-29,0,Warner Bros. Pictures,Drama
271806,On the Wagon,Released,1935-08-24,0,Warner Bros. Pictures,Comedy
271804,While the Cat's Away,Released,1936-01-04,0,Warner Bros. Pictures,Comedy
271803,The Officer's Mess,Released,1935-11-09,0,Warner Bros. Pictures,Comedy
266394,Song of the West,Released,1930-03-15,0,Warner Bros. Pictures,"Music, Western"
269460,Sheik to Sheik,Released,1936-10-10,0,Warner Bros. Pictures,"Comedy, Music"
280403,Breakdowns of 1942,Released,1942-12-31,0,Warner Bros. Pictures,"Documentary, Comedy"
280400,Breakdowns of 1939,Released,1939-12-31,0,Warner Bros. Pictures,"Documentary, Comedy"
280786,The Mild West,Released,1933-11-18,0,Warner Bros. Pictures,Comedy
279438,Taxi,Released,1953-01-21,0,20th Century Fox,"Drama, Romance"
281678,Justin Case,Released,1988-05-15,0,Walt Disney Pictures,"TV Movie, Crime, Comedy"
281689,Dai Henwood: Adapt Or Dai,Released,2013-08-16,0,Warner Bros. Pictures,Comedy
318496,Silken Shackles,Released,1926-05-13,0,Warner Bros. Pictures,Comedy
313690,The Tenth Woman,Released,1924-08-24,0,Warner Bros. Pictures,Romance
316008,The Screen Director,Released,1951-03-12,0,Warner Bros. Pictures,Documentary
324553,Astro Boy,Planned,,0,Warner Bros. Pictures,"Science Fiction, Adventure, Action"
325014,Marry the Boss's Daughter,Released,1941-11-28,0,20th Century Fox,Comedy
328226,Half Nelson,Released,1985-03-24,0,,"TV Movie, Comedy, Drama"
328227,In Like Flynn,Released,1985-08-14,0,,"TV Movie, Adventure, Drama"
322177,Gun to Gun,Released,1944-01-08,0,Warner Bros. Pictures,Western
322802,Those who dance,Released,1930-12-05,0,Warner Bros. Pictures,"Romance, Crime, Drama"
304398,Domestic Troubles,Released,1928-03-28,0,Warner Bros. Pictures,Comedy
305985,Love and Hisses,Released,1937-12-21,0,20th Century Fox,Comedy
301881,Three Of A Kind,Released,1941-08-01,0,20th Century Fox,Comedy
303158,How to Educate a Wife,Released,1924-05-01,0,Warner Bros. Pictures,Comedy
303161,Broadway After Dark,Released,1924-05-19,0,Warner Bros. Pictures,Comedy
303173,Lovers' Lane,Released,1924-08-10,0,Warner Bros. Pictures,"Comedy, Drama"
303681,The Limited Mail,Released,1925-09-05,0,Warner Bros. Pictures,Drama
303687,Red Hot Tires,Released,1925-10-31,0,Warner Bros. Pictures,Comedy
303692,Hogan's Alley,Released,1925-12-12,0,Warner Bros. Pictures,"Action, Drama"
303675,Kiss Me Again,Released,1925-08-01,0,Warner Bros. Pictures,Comedy
303802,Other Women's Husbands,Released,1926-03-17,0,Warner Bros. Pictures,Comedy
303796,Why Girls Go Back Home,Released,1926-03-01,0,Warner Bros. Pictures,"Comedy, Drama, Romance"
311665,The Man Who Dared,Released,1939-06-03,0,Warner Bros. Pictures,"Crime, Drama"
127537,Change of Heart,Released,1938-01-14,0,20th Century Fox,"Comedy, Romance"
133680,Kristian Valen - Et musikalsk kaos,Released,2008-11-19,0,Warner Bros. Pictures,Comedy
111073,Over My Dead Body,Released,1942-01-15,0,20th Century Fox,"Mystery, Comedy"
110679,Street Justice,Released,1987-01-01,0,Warner Bros. Pictures,"Action, Drama"
103930,Mother Is a Freshman,Released,1949-03-12,0,20th Century Fox,Comedy
107053,All Hands on Deck,Released,1961-03-30,0,20th Century Fox,"Music, Comedy"
120585,Murder Among Friends,Released,1941-02-28,0,20th Century Fox,Mystery
120477,While New York Sleeps,Released,1938-12-16,0,20th Century Fox,"Crime, Drama"
112476,Time Warped,Released,1995-01-01,0,,"Comedy, Music"
117117,Paddy O'Day,Released,1936-01-17,0,20th Century Fox,"Comedy, Drama, Music, Romance"
168380,The Further Perils of Laurel and Hardy,Released,1967-12-01,0,20th Century Fox,Comedy
171629,The Second Floor Mystery,Released,1930-04-26,0,Warner Bros. Pictures,"Mystery, Comedy"
163953,No Contest!,Released,1934-10-06,0,Warner Bros. Pictures,Music
145709,Cinema Circus,Released,1937-01-27,0,Warner Bros. Pictures,"Comedy, Family"
138540,Father Is A Prince,Released,1940-11-18,0,Warner Bros. Pictures,"Comedy, Drama"
140872,Mr. and Mrs. Bo Jo Jones,Released,1971-11-16,0,,"Drama, TV Movie"
141013,Nancy Steele Is Missing!,Released,1937-03-12,0,20th Century Fox,Drama
152074,Alibi Mark,Released,1937-12-25,0,Warner Bros. Pictures,"Crime, Drama"
151867,Under Southern Stars,Released,1937-02-20,0,Warner Bros. Pictures,"Drama, History, War"
151754,The Smart Set-Up,Released,1931-09-30,0,Warner Bros. Pictures,"Romance, Comedy, Music"
151844,Plane Crazy,Released,1933-12-23,0,Warner Bros. Pictures,"Music, Comedy"
154234,True Facts,Released,1992-02-16,0,Warner Bros. Pictures,Comedy
154306,The Perfect Snob,Released,1941-12-19,0,20th Century Fox,"Romance, Comedy"
5517,Finders Keepers,Released,1929-12-27,0,Warner Bros. Pictures,"Crime, Drama"
43521,Footlight Serenade,Released,1942-08-01,0,20th Century Fox,"Comedy, Music, Romance"
44670,Gold Diggers of Broadway,Released,1929-08-30,3967000,Warner Bros. Pictures,"Comedy, Music"
91025,Brothers,Released,1977-03-31,0,Warner Bros. Pictures,Drama
97629,Last of the Duanes,Released,1941-09-26,0,20th Century Fox,Western
98241,"Little Tokyo, U.S.A.",Released,1942-07-08,0,20th Century Fox,"Action, Drama"
